ön	/ön+Adj
kendisisin	/kendi+Pron+Reflex+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A2sg
hiçbirimizde	/hiçbiri+Pron+Quant+A1pl+P1pl+Loc
sizinkilerle	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Ins
sizinkilerle	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Ins
sizinkileri	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
sizinkileri	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
sizinkileri	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
sizinkileri	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
osun	/o+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg /o+Pron+Pers+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
osun	/o+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg /o+Pron+Pers+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
nesiyle	/ne+Pron+Ques+A3sg+P3sg+Ins /ne+Pron+Ques+A3sg+P3sg+Ins
nesiyle	/ne+Pron+Ques+A3sg+P3sg+Ins /ne+Pron+Ques+A3sg+P3sg+Ins
kendidir	/kendi+Pron+Reflex+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+Cop+A3sg
digerlerininkinden	/diger+Noun+A3pl+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerinink+Noun+A3sg+P2sg+Abl /digerlerinink+Noun+A3sg+P3sg+Abl /digerlerininki+Noun+A3sg+P2sg+Abl /digerlerininkin+Noun+A3sg+Pnon+Abl /digerlerininkinde+Noun+A3sg+P2sg+Nom /digerlerininkinden+Noun+A3sg+Pnon+Nom
digerlerininkinden	/diger+Noun+A3pl+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerinink+Noun+A3sg+P2sg+Abl /digerlerinink+Noun+A3sg+P3sg+Abl /digerlerininki+Noun+A3sg+P2sg+Abl /digerlerininkin+Noun+A3sg+Pnon+Abl /digerlerininkinde+Noun+A3sg+P2sg+Nom /digerlerininkinden+Noun+A3sg+Pnon+Nom
digerlerininkinden	/diger+Noun+A3pl+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerinink+Noun+A3sg+P2sg+Abl /digerlerinink+Noun+A3sg+P3sg+Abl /digerlerininki+Noun+A3sg+P2sg+Abl /digerlerininkin+Noun+A3sg+Pnon+Abl /digerlerininkinde+Noun+A3sg+P2sg+Nom /digerlerininkinden+Noun+A3sg+Pnon+Nom
digerlerininkinden	/diger+Noun+A3pl+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerinink+Noun+A3sg+P2sg+Abl /digerlerinink+Noun+A3sg+P3sg+Abl /digerlerininki+Noun+A3sg+P2sg+Abl /digerlerininkin+Noun+A3sg+Pnon+Abl /digerlerininkinde+Noun+A3sg+P2sg+Nom /digerlerininkinden+Noun+A3sg+Pnon+Nom
digerlerininkinden	/diger+Noun+A3pl+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerinink+Noun+A3sg+P2sg+Abl /digerlerinink+Noun+A3sg+P3sg+Abl /digerlerininki+Noun+A3sg+P2sg+Abl /digerlerininkin+Noun+A3sg+Pnon+Abl /digerlerininkinde+Noun+A3sg+P2sg+Nom /digerlerininkinden+Noun+A3sg+Pnon+Nom
digerlerininkinden	/diger+Noun+A3pl+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerinink+Noun+A3sg+P2sg+Abl /digerlerinink+Noun+A3sg+P3sg+Abl /digerlerininki+Noun+A3sg+P2sg+Abl /digerlerininkin+Noun+A3sg+Pnon+Abl /digerlerininkinde+Noun+A3sg+P2sg+Nom /digerlerininkinden+Noun+A3sg+Pnon+Nom
digerlerininkinden	/diger+Noun+A3pl+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerinink+Noun+A3sg+P2sg+Abl /digerlerinink+Noun+A3sg+P3sg+Abl /digerlerininki+Noun+A3sg+P2sg+Abl /digerlerininkin+Noun+A3sg+Pnon+Abl /digerlerininkinde+Noun+A3sg+P2sg+Nom /digerlerininkinden+Noun+A3sg+Pnon+Nom
digerlerininkinden	/diger+Noun+A3pl+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerinink+Noun+A3sg+P2sg+Abl /digerlerinink+Noun+A3sg+P3sg+Abl /digerlerininki+Noun+A3sg+P2sg+Abl /digerlerininkin+Noun+A3sg+Pnon+Abl /digerlerininkinde+Noun+A3sg+P2sg+Nom /digerlerininkinden+Noun+A3sg+Pnon+Nom
digerlerininkinden	/diger+Noun+A3pl+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3pl+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3pl+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerleri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerinink+Noun+A3sg+P2sg+Abl /digerlerinink+Noun+A3sg+P3sg+Abl /digerlerininki+Noun+A3sg+P2sg+Abl /digerlerininkin+Noun+A3sg+Pnon+Abl /digerlerininkinde+Noun+A3sg+P2sg+Nom /digerlerininkinden+Noun+A3sg+Pnon+Nom
çocugunki	/çocug+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /çocugunk+Noun+A3sg+P3sg+Nom /çocugunk+Noun+A3sg+Pnon+Acc /çocugunki+Noun+A3sg+Pnon+Nom
biriydiniz	/bir+Adj^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A2pl /bir+Num+Card^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A2pl /biri+Pron+Quant+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A2pl
birisisiniz	/biri+Pron+Quant+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A2pl
birindeydik	/bir+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A1pl /bir+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Verb+Zero+Past+A1pl /bir+Num+Card^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A1pl /bir+Num+Card^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Verb+Zero+Past+A1pl /biri+Pron+Quant+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A1pl
sizdim	/siz+Pron+Pers+A2pl+Pnon+Nom^DB+Verb+Zero+Past+A1sg
sizdeniz	/siz+Pron+Pers+A2pl+Pnon+Abl^DB+Verb+Zero+Pres+A1pl
pron	/pro+Noun+A3sg+P2sg+Nom /pron+Noun+A3sg+Pnon+Nom
pron	/pro+Noun+A3sg+P2sg+Nom /pron+Noun+A3sg+Pnon+Nom
onun	/o+Pron+Demons+A3sg+Pnon+Gen /o+Pron+Pers+A3sg+Pnon+Gen /on+Num+Card^DB+Noun+Zero+A3sg+P2sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen
onun	/o+Pron+Demons+A3sg+Pnon+Gen /o+Pron+Pers+A3sg+Pnon+Gen /on+Num+Card^DB+Noun+Zero+A3sg+P2sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen
neylerim	/ney+Noun+A3pl+P1sg+Nom /ne+Pron+Ques+A3pl+P1sg+Nom
neydir	/ney+Noun+A3sg+Pnon+Nom^DB+Adverb+Since /ney+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg /ne+Pron+Ques+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
nerelerinin	/nere+Pron+Ques+A3pl+P3pl+Gen /nere+Pron+Ques+A3sg+P3pl+Gen /nere+Pron+Ques+A3pl+P3sg+Gen /nere+Pron+Ques+A3pl+P2sg+Gen
nerelerinin	/nere+Pron+Ques+A3pl+P3pl+Gen /nere+Pron+Ques+A3sg+P3pl+Gen /nere+Pron+Ques+A3pl+P3sg+Gen /nere+Pron+Ques+A3pl+P2sg+Gen
nerelerinin	/nere+Pron+Ques+A3pl+P3pl+Gen /nere+Pron+Ques+A3sg+P3pl+Gen /nere+Pron+Ques+A3pl+P3sg+Gen /nere+Pron+Ques+A3pl+P2sg+Gen
nerelerinin	/nere+Pron+Ques+A3pl+P3pl+Gen /nere+Pron+Ques+A3sg+P3pl+Gen /nere+Pron+Ques+A3pl+P3sg+Gen /nere+Pron+Ques+A3pl+P2sg+Gen
kimininse	/kim+Pron+Ques+A3sg+P3sg+Gen^DB+Verb+Zero+Cond+A3sg /kim+Pron+Ques+A3sg+P2sg+Gen^DB+Verb+Zero+Cond+A3sg /kimi+Pron+Quant+A3sg+P3sg+Gen^DB+Verb+Zero+Cond+A3sg
kimininse	/kim+Pron+Ques+A3sg+P3sg+Gen^DB+Verb+Zero+Cond+A3sg /kim+Pron+Ques+A3sg+P2sg+Gen^DB+Verb+Zero+Cond+A3sg /kimi+Pron+Quant+A3sg+P3sg+Gen^DB+Verb+Zero+Cond+A3sg
kimininse	/kim+Pron+Ques+A3sg+P3sg+Gen^DB+Verb+Zero+Cond+A3sg /kim+Pron+Ques+A3sg+P2sg+Gen^DB+Verb+Zero+Cond+A3sg /kimi+Pron+Quant+A3sg+P3sg+Gen^DB+Verb+Zero+Cond+A3sg
kendilerininkini	/kendi+Pron+Reflex+A3pl+P3pl+Gen^DB+Pron+Rel+A3sg+Pnon+Acc
kendilerininkini	/kendi+Pron+Reflex+A3pl+P3pl+Gen^DB+Pron+Rel+A3sg+Pnon+Acc
kendileridirler	/kendi+Pron+Reflex+A3pl+P3pl+Nom^DB+Verb+Zero+Pres+Cop+A3pl
kadinlarinkine	/kadinlar+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /kadinlarink+Noun+A3sg+P2sg+Dat /kadinlarink+Noun+A3sg+P3sg+Dat /kadinlarinki+Noun+A3sg+P2sg+Dat /kadinlarinkin+Noun+A3sg+Pnon+Dat /kadinlarinkine+Noun+A3sg+Pnon+Nom
bizimkidir	/biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom^DB+Adverb+Since /biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
bizimkidir	/biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom^DB+Adverb+Since /biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
bizimkidir	/biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom^DB+Adverb+Since /biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
bizimkidir	/biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom^DB+Adverb+Since /biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
bizdekini	/biz+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Acc /biz+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Acc /biz+Pron+Pers+A1pl+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Acc /biz+Pron+Pers+A1pl+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Acc
bizdekini	/biz+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Acc /biz+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Acc /biz+Pron+Pers+A1pl+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Acc /biz+Pron+Pers+A1pl+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Acc
benimkileri	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
benimkileri	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
benimkileri	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
benimkileri	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
siziz	/siz+Pron+PersP+A2pl+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
sizinkilere	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Dat
sizinkilere	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Dat
seninleyim	/sen+Pron+Pers+A2sg+Pnon+Ins^DB+Verb+Zero+Pres+A1sg
pronunciation	/pronunciatio+Noun+A3sg+P2sg+Nom /pronunciation+Noun+A3sg+Pnon+Nom
pronunciation	/pronunciatio+Noun+A3sg+P2sg+Nom /pronunciation+Noun+A3sg+Pnon+Nom
pronunciation	/pronunciatio+Noun+A3sg+P2sg+Nom /pronunciation+Noun+A3sg+Pnon+Nom
onunkinin	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen
onunkinin	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen
onunkinin	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen
onunkinin	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen
onunkinin	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen
öbürleriyle	/öbür+Pron+Quant+A3pl+P3pl+Ins
neyleri	/ney+Noun+A3pl+P3sg+Nom /ney+Noun+A3pl+Pnon+Acc /ney+Noun+A3pl+P3pl+Nom /ney+Noun+A3sg+P3pl+Nom /ne+Pron+Ques+A3pl+Pnon+Acc /ne+Pron+Ques+A3pl+P3sg+Nom
neyleri	/ney+Noun+A3pl+P3sg+Nom /ney+Noun+A3pl+Pnon+Acc /ney+Noun+A3pl+P3pl+Nom /ney+Noun+A3sg+P3pl+Nom /ne+Pron+Ques+A3pl+Pnon+Acc /ne+Pron+Ques+A3pl+P3sg+Nom
nerelerini	/nere+Pron+Ques+A3pl+P3pl+Acc /nere+Pron+Ques+A3sg+P3pl+Acc /nere+Pron+Ques+A3pl+P3sg+Acc /nere+Pron+Ques+A3pl+P2sg+Acc
nerelerini	/nere+Pron+Ques+A3pl+P3pl+Acc /nere+Pron+Ques+A3sg+P3pl+Acc /nere+Pron+Ques+A3pl+P3sg+Acc /nere+Pron+Ques+A3pl+P2sg+Acc
nerelerini	/nere+Pron+Ques+A3pl+P3pl+Acc /nere+Pron+Ques+A3sg+P3pl+Acc /nere+Pron+Ques+A3pl+P3sg+Acc /nere+Pron+Ques+A3pl+P2sg+Acc
nerelerini	/nere+Pron+Ques+A3pl+P3pl+Acc /nere+Pron+Ques+A3sg+P3pl+Acc /nere+Pron+Ques+A3pl+P3sg+Acc /nere+Pron+Ques+A3pl+P2sg+Acc
nerededirler	/nere+Pron+Ques+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+Cop+A3pl
kendininkileri	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
kendininkileri	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
kendininkileri	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
kendininkileri	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
kendininkileri	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
kendininkileri	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
kendininkileri	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
kendininkileri	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+Pnon+Acc /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3pl+P3sg+Nom
kendilerininkinden	/kendi+Pron+Reflex+A3pl+P3pl+Gen^DB+Pron+Rel+A3sg+Pnon+Abl
kendilerininkinden	/kendi+Pron+Reflex+A3pl+P3pl+Gen^DB+Pron+Rel+A3sg+Pnon+Abl
kendilerindeyken	/kendi+Pron+Reflex+A3pl+P3pl+Loc^DB+Verb+Zero^DB+Adverb+While
hiçbirinize	/hiçbiri+Pron+Quant+A2pl+P2pl+Dat
hangimizi	/hangi+Pron+Ques+A1pl+P1pl+Acc
